model_group,dataset_version,base_sample_id,condition,comparison,feature_variant,baseline_variant,feature_accuracy,baseline_accuracy,difference,direction
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,temporal_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,visual_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,audio_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,16,audio_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,low_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,visual_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,audio_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,17,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,low_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,visual_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,audio_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,18,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,low_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,visual_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,audio_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,19,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,low_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,visual_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,audio_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,20,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,low_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,low_boundary,color_only_minus_shape_only,color_only,shape_only,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,low_boundary,color_only_minus_full,color_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,temporal_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,visual_boundary,color_only_minus_shape_only,color_only,shape_only,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,visual_boundary,color_only_minus_full,color_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,audio_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,21,audio_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,low_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,visual_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,audio_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,22,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,low_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,visual_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,visual_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,audio_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,23,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,low_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,visual_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,visual_boundary,color_only_minus_shape_only,color_only,shape_only,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,visual_boundary,color_only_minus_full,color_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,audio_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,24,audio_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,low_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,visual_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,audio_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,25,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,low_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,visual_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,audio_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,26,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,low_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,temporal_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,visual_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,audio_boundary,shape_only_minus_full,shape_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,audio_boundary,color_only_minus_shape_only,color_only,shape_only,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,27,audio_boundary,color_only_minus_full,color_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,low_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,temporal_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,visual_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,visual_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,audio_boundary,shape_only_minus_full,shape_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,28,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,low_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,low_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,temporal_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,visual_boundary,color_only_minus_shape_only,color_only,shape_only,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,visual_boundary,color_only_minus_full,color_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,audio_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,29,audio_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,low_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,low_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,low_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,temporal_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,temporal_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,temporal_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,visual_boundary,shape_only_minus_full,shape_only,full,0.5,0.5,0.0,same
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,visual_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,visual_boundary,color_only_minus_full,color_only,full,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,audio_boundary,shape_only_minus_full,shape_only,full,0.5,1.0,-0.5,worse
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,audio_boundary,color_only_minus_shape_only,color_only,shape_only,1.0,0.5,0.5,improved
Qwen_Qwen3-VL-8B-Instruct,l5_feature_ablation_v1,30,audio_boundary,color_only_minus_full,color_only,full,1.0,1.0,0.0,same
